epoch,batch,train_loss,train_acc,val_loss,val_acc
0,0,0.6943768262863159,0.31,,
0,1,0.6829856634140015,0.61,,
0,2,0.6964076161384583,0.5,,
0,3,0.7198193073272705,0.41,,
0,4,0.699369490146637,0.48,,
0,5,0.6942097544670105,0.48,,
0,6,0.6896376013755798,0.48,,
0,7,0.6767479181289673,0.56,,
0,8,0.6826019287109375,0.44,,
0,9,0.6753759980201721,0.88,,
0,10,0.6732656359672546,0.92,,
0,11,0.6643246412277222,0.94,,
0,12,0.6650959849357605,0.85,,
0,13,0.6612867712974548,0.75,,
0,14,0.6502874493598938,0.83,,
0,15,0.6587309241294861,0.7,,
0,16,0.6535545587539673,0.7,,
0,17,0.6439784169197083,0.89,,
0,18,0.6390119194984436,0.85,,
0,19,0.6344897150993347,0.88,,
0,20,0.6252129077911377,0.93,,
0,21,0.629127562046051,0.94,,
0,22,0.6360903382301331,0.87,,
0,23,0.6221855878829956,0.94,,
0,24,0.6250469088554382,0.92,,
0,25,0.6280771493911743,0.87,,
0,26,0.6191154718399048,0.93,,
0,27,0.607979416847229,0.94,,
0,28,0.6106428503990173,0.89,,
0,29,0.5977205038070679,0.95,,
0,30,0.6042398810386658,0.93,,
0,31,0.5931189656257629,0.94,,
0,32,0.5976284146308899,0.95,,
0,33,0.5843178629875183,0.95,,
0,34,0.578116774559021,0.94,,
0,35,0.574954628944397,0.95,,
0,36,0.5770241022109985,0.91,,
0,37,0.5710496306419373,0.94,,
0,38,0.5841221809387207,0.85,,
0,39,0.584943950176239,0.94,,
0,40,0.5714717507362366,0.94,,
0,41,0.5849757194519043,0.9,,
0,42,0.5701671838760376,0.89,,
0,43,0.5686323642730713,0.95,,
0,44,0.5720483660697937,0.91,,
0,45,0.5699747204780579,0.93,,
0,46,0.5616316795349121,0.94,,
0,47,0.5777305364608765,0.9,,
0,48,0.5873300433158875,0.87,,
0,49,0.5585958361625671,0.93,,
0,50,0.5841203331947327,0.88,,
0,51,0.5855535268783569,0.84,,
0,52,0.5658501386642456,0.92,,
0,53,0.5678109526634216,0.93,,
0,54,0.5676211714744568,0.9,,
0,55,0.5696811079978943,0.91,,
0,56,0.5605273842811584,0.95,,
0,57,0.5727083086967468,0.93,,
0,58,0.5481660962104797,0.96,,
0,59,0.5490840673446655,0.96,,
0,60,0.5475858449935913,0.95,,
0,61,0.56373131275177,0.94,,
0,62,0.5567386150360107,0.99,,
0,63,0.5594160556793213,0.88,,
0,64,0.5716253519058228,0.9,,
0,65,0.5605689883232117,0.88,,
0,66,0.5555651187896729,0.93,,
0,67,0.5526013374328613,0.9,,
0,68,0.5643156170845032,0.96,,
0,69,0.5448954105377197,0.95,,
0,70,0.5629194378852844,0.92,,
0,71,0.5701236128807068,0.9,,
0,72,0.57098388671875,0.89,,
0,73,0.5705540776252747,0.89,,
0,74,0.5680229663848877,0.91,,
0,75,0.56035977602005,0.92,,
0,76,0.5550282001495361,0.95,,
0,77,0.5607669353485107,0.93,,
0,78,0.5579432845115662,0.92,,
0,79,0.5693519711494446,0.91,,
0,80,0.5745598077774048,0.92,,
0,81,0.585202157497406,0.84,,
0,82,0.5570351481437683,0.94,,
0,83,0.5617451667785645,0.93,,
0,84,0.5736479759216309,0.91,,
0,85,0.5599467754364014,0.94,,
0,86,0.5530588030815125,0.93,,
0,87,0.5750311017036438,0.87,,
0,88,0.5729444026947021,0.88,,
0,89,0.5664392709732056,0.93,,
0,90,0.5720166563987732,0.91,,
0,91,0.5651196241378784,0.95,,
0,92,0.5549164414405823,0.93,,
0,93,0.5664364695549011,0.94,,
0,94,0.5578980445861816,0.93,,
0,95,0.5552526116371155,0.94,,
0,96,0.5755449533462524,0.93,,
0,97,0.5602207183837891,0.96,,
