epoch,batch,train_loss,train_acc,val_loss,val_acc
0,0,0.6984109282493591,0.51,,
0,1,0.6900205016136169,0.59,,
0,2,0.691040575504303,0.53,,
0,3,0.6941903829574585,0.49,,
0,4,0.6929411292076111,0.46,,
0,5,0.6901357769966125,0.5,,
0,6,0.6986724734306335,0.37,,
0,7,0.6936214566230774,0.49,,
0,8,0.6880838871002197,0.67,,
0,9,0.6882551312446594,0.71,,
0,10,0.6876236200332642,0.68,,
0,11,0.6868863105773926,0.74,,
0,12,0.6904757618904114,0.5,,
0,13,0.6870344281196594,0.58,,
0,14,0.6846613883972168,0.53,,
0,15,0.6845969557762146,0.54,,
0,16,0.6854395866394043,0.52,,
0,17,0.6844403147697449,0.54,,
0,18,0.6890041828155518,0.51,,
0,19,0.6945765018463135,0.49,,
0,20,0.6955981254577637,0.46,,
0,21,0.6907714009284973,0.45,,
0,22,0.6866350769996643,0.53,,
0,23,0.6876035332679749,0.52,,
0,24,0.6706605553627014,0.6,,
0,25,0.6891552209854126,0.54,,
0,26,0.6925338506698608,0.54,,
0,27,0.6992855072021484,0.52,,
0,28,0.6805026531219482,0.56,,
0,29,0.6969601511955261,0.5,,
0,30,0.6880868673324585,0.51,,
0,31,0.6875648498535156,0.5,,
0,32,0.6903596520423889,0.49,,
0,33,0.6834728717803955,0.53,,
0,34,0.6748254299163818,0.58,,
0,35,0.6823510527610779,0.54,,
0,36,0.7163581848144531,0.44,,
0,37,0.6632418632507324,0.6,,
0,38,0.6894559264183044,0.51,,
0,39,0.6697437167167664,0.58,,
0,40,0.7005193829536438,0.44,,
0,41,0.6802160143852234,0.55,,
0,42,0.6847852468490601,0.63,,
0,43,0.6877210736274719,0.58,,
0,44,0.6874463558197021,0.6,,
0,45,0.6841382384300232,0.71,,
0,46,0.6819756031036377,0.64,,
0,47,0.6836729645729065,0.53,,
0,48,0.6878035068511963,0.5,,
0,49,0.686513364315033,0.5,,
0,50,0.6792027354240417,0.58,,
0,51,0.6795527935028076,0.63,,
0,52,0.6795607209205627,0.63,,
0,53,0.6773425340652466,0.57,,
0,54,0.6877566576004028,0.49,,
0,55,0.6772103905677795,0.57,,
0,56,0.6920525431632996,0.44,,
0,57,0.6848989725112915,0.5,,
0,58,0.6807990074157715,0.61,,
0,59,0.6785579919815063,0.71,,
0,60,0.6823416352272034,0.65,,
0,61,0.6810553073883057,0.7,,
0,62,0.6847248077392578,0.71,,
0,63,0.6786616444587708,0.75,,
0,64,0.680605947971344,0.65,,
0,65,0.6856451630592346,0.59,,
0,66,0.6751008629798889,0.83,,
0,67,0.6813496351242065,0.62,,
0,68,0.6861196756362915,0.49,,
0,69,0.6843554973602295,0.49,,
0,70,0.6777195930480957,0.63,,
0,71,0.6776214838027954,0.75,,
0,72,0.6859433054924011,0.54,,
0,73,0.6768400073051453,0.52,,
0,74,0.6758701801300049,0.52,,
0,75,0.6881057024002075,0.49,,
0,76,0.6861828565597534,0.5,,
0,77,0.6839801073074341,0.49,,
